0.25,0,0
0.249179625,0.000086955,0
0.246766157,0.000374918,0
0.242863902,0.000908347,0
0.237587807,0.001694512,0
0.23106009,0.0027173,0
0.223405975,0.0039424,0
0.214751572,0.005323505,0
0.205222715,0.006804918,0
0.19494342,0.0083228,0
0.184023565,0.00980663,0
0.17255767,0.011204667,0
0.160647665,0.012485167,0
0.148404038,0.013629767,0
0.135956762,0.014630737,0
0.12345458,0.015465265,0
0.11102781,0.01609161,0
0.098786343,0.016489477,0
0.086854822,0.016651322,0
0.075351233,0.016554388,0
0.06436714,0.016192318,0
0.05400671,0.015580208,0
0.044372618,0.014715908,0
0.035540755,0.013605228,0
0.027580997,0.012268423,0
0.020554907,0.010732015,0
0.014513327,0.009026843,0
0.009490673,0.007196058,0
0.00551426,0.00529434,0
0.00259434,0.003398038,0
0.000751702,0.001616645,0
0.000462285,0.00120077,0
0.00020338,0.000731853,0
0.000045285,0.00030347,0
0.000001208,0.00004616,0
0.000020545,-0.000176995,0
0.000121975,-0.000382518,0
0.000301375,-0.00059309,0
0.000684225,-0.000913428,0
0.001191323,-0.001235272,0
0.002982453,-0.00202296,0
0.0065106,-0.00299579,0
0.01130125,-0.003833,0
0.017314915,-0.00451226,0
0.024504622,-0.00501979,0
0.032811153,-0.005355118,0
0.042160452,-0.005524115,0
0.052464415,-0.00553996,0
0.06361894,-0.005420813,0
0.075505492,-0.005185943,0
0.08799418,-0.00485557,0
0.10094536,-0.004448832,0
0.114213148,-0.00398476,0
0.127646968,-0.003481755,0
0.141092945,-0.002959162,0
0.15439545,-0.002435447,0
0.167397615,-0.001930013,0
0.17994299,-0.00145904,0
0.191878547,-0.001037545,0
0.203056112,-0.000678025,0
0.213331215,-0.00039202,0
0.22256536,-0.000182955,0
0.23063135,-0.000048752,0
0.237414627,0.000019848,0
0.242814787,0.00003796,0
0.24675307,0.000031332,0
0.249174345,0.000012422,0
0.25,0,0
